"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","234
002","284","2.991","24.3","17.3","26.1","13.4","12.3","4.2","2.1",".",".",".",".",".",".",".",".","0.4"
"","234
003","283","2.957","25.8","12.4","23.7","18.0","13.4","4.2","1.8",".",".",".",".",".",".","0.4",".","0.4"
"","234
004","202","2.758","17.3","9.4","25.7","15.8","24.3","5.4","1.0",".",".",".",".",".","1.0",".",".","."
"","234
005","226","3.038","28.3","12.8","25.2","13.3","16.8","3.1","0.4",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","1275","3.008","27.7","14.5","23.3","14.4","14.0","4.0","1.6",".",".",".",".",".","0.2","0.1",".","0.2"
"","240
001","58","3.147","31.0","12.1","22.4","27.6","5.2","1.7",".",".",".",".",".",".",".",".",".","."
"","240
002","56","3.125","37.5","5.4","30.4","12.5","10.7",".","3.6",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","114","3.136","34.2","8.8","26.3","20.2","7.9","0.9","1.8",".",".",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","303
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","309
001","17","3.441","47.1","17.6","17.6","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","310
001","12","3.583","50.0","33.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","310
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","Course Total","15","3.667","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","104","3.024","25.0","22.1","21.2","9.6","16.3","4.8","1.0",".",".",".",".",".",".",".",".","."
"","320
001","76","2.939","22.4","18.4","22.4","14.5","10.5","7.9","1.3","1.3","1.3",".",".",".",".",".",".","."
"","320
002","120","2.937","24.2","13.3","28.3","12.5","14.2","3.3","3.3",".",".",".",".",".","0.8",".",".","."
"","320
003","91","2.778","24.2","9.9","26.4","14.3","9.9","8.8","5.5",".",".",".",".",".","1.1",".",".","."
"","320
004","80","3.163","25.0","28.8","21.3","11.3","11.3","1.3","1.3",".",".",".",".",".",".",".",".","."
"","320
005","92","2.641","14.1","8.7","30.4","17.4","19.6","3.3","6.5",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","459","2.886","22.0","15.3","26.1","13.9","13.3","4.8","3.7","0.2","0.2",".",".",".","0.4",".",".","."
"Appl Mathematical Analysis","321
001","98","2.515","13.3","12.2","16.3","16.3","27.6","8.2","5.1",".",".",".",".",".",".",".","1.0","."
"Appl Mathematical Analysis","322
001","24","3.375","33.3","20.8","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","340
001","152","3.136","39.5","11.2","25.7","3.9","11.2","5.3","2.6",".",".",".",".",".","0.7",".",".","."
"","340
002","188","2.909","32.4","9.6","24.5","7.4","12.2","9.6","3.7",".",".",".",".",".","0.5",".",".","."
"","340
003","90","2.711","22.2","6.7","26.7","4.4","31.1","5.6","3.3",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","430","2.947","32.8","9.5","25.3","5.6","15.8","7.2","3.3",".",".",".",".",".","0.5",".",".","."
"","341
001","34","2.868","38.2","17.6","2.9","14.7","8.8","8.8","8.8",".",".",".",".",".",".",".",".","."
"","341
002","38","3.289","31.6","28.9","15.8","13.2","10.5",".",".",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","72","3.090","34.7","23.6","9.7","13.9","9.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","67","3.448","40.3","31.3","10.4","13.4","4.5",".",".",".",".",".",".",".",".",".",".","."
