"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Exercise,Nutrition,&Health","100","001","202","2.832","25.2","10.4","21.8","9.4","24.3","8.4","0.5",".",".",".",".",".",".",".",".","."
"Aquatics","104","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Measuring Physical Act Beh","112","001","18","3.806","77.8","5.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol of Human Performance","115","001","20","3.800","70.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","23","3.891","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","003","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","","Course Total","47","3.894","78.7","21.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","119","001","105","3.700","72.4","10.5","8.6","5.7","1.9",".","1.0",".",".",".",".",".",".",".",".","."
"Foundations of Physical Educ","121","001","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125","001","20","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".","5.0","5.0"
"","125","002","16","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".","12.5","."
"","125","003","16","4.000","6.3",".",".",".",".",".",".","81.3",".",".",".",".",".",".","12.5","."
"","125","004","19","4.000","5.3",".",".",".",".",".",".","89.5",".",".",".",".",".",".","5.3","."
"Adapted Fitness&Pers Traing","","Course Total","71","4.000","2.8",".",".",".",".",".",".","87.3",".",".",".",".",".",".","8.5","1.4"
"Intro to Athletic Training","127","001","37","3.324","29.7","24.3","32.4","8.1","5.4",".",".",".",".",".",".",".",".",".",".","."
"Sci&Pract Resistance Training","140","001","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Choosing To Move","145","001","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Physiology and Health","235","001","75","2.907","18.7","14.7","29.3","12.0","21.3","4.0",".",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","55","3.964","96.4",".","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Kinesiology","","Course Total","83","3.969","97.6",".","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Tech-Athletic Training","301","001","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314","001","38","3.592","47.4","23.7","28.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eval & Diag of Ortho. Cond.","317","001","10","3.450","30.0","50.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318","001","44","3.364","40.9","18.2","25.0","9.1","4.5","2.3",".",".",".",".",".",".",".",".",".","."
"","325","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325","002","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Group Develop & Behav Manage","","Course Total","42","3.964","95.2","2.4","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research in Kinesiology","330","001","60","3.692","50.0","38.3","11.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","350","001","56","3.723","58.9","30.4","8.9",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"HPE in Multicultural Society","353","001","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc-Cult of Phys Act","355","001","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Therapeutic Strategies II","358","001","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lifespan Motor Development","360","001","36","3.903","83.3","13.9","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Learning&Performance","361","001","52","3.615","53.8","23.1","19.2",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Assessmnt&Progrmg Adaptd PE","364","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plan, Teach & Assess Phys Ed","370","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mthds of Tchng Dance Gymnastcs","371","001","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods Teach Sport Concepts","373","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 106 of 438",""
