"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL MICROBIOL & IMMUN","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","","",""
"M M & I
620","Dept. Total","325","3.668","58.2","13.8","12.3","1.5","2.2","",".","0.3","0.6","",".",".","",".","10.8","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.371","54.5","9.1","18.2",".","18.2","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","33","3.625","60.6","9.1","21.2","6.1",".","",".",".",".","",".",".","",".",".","",".",".","3.0","."
"Senior","","120","3.629","64.2","14.2","14.2","2.5","3.3","",".","0.8",".","",".",".","",".","0.8","",".",".",".","."
"Undergraduates","","164","3.609","62.8","12.8","15.9","3.0","3.7","",".","0.6",".","",".",".","",".","0.6","",".",".","0.6","."
"Special","","10","3.648","70.0","10.0","10.0",".","10.0","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","84","3.848","47.6","8.3","3.6",".",".","",".",".","2.4","",".",".","",".","38.1","",".",".",".","."
"Prof Yr 1","","58","3.725","63.8","24.1","12.1",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","","",".","",".","50.0","",".",".",".","."
"Prof Yr 4","","7","3.438","28.6","28.6","28.6",".",".","",".",".",".","",".",".","",".","14.3","",".",".",".","."
"Professionals","","67","3.686","58.2","23.9","14.9",".",".","",".",".",".","",".",".","",".","3.0","",".",".",".","."
"","Dept. Total","325","3.668","58.2","13.8","12.3","1.5","2.2","",".","0.3","0.6","",".",".","",".","10.8","",".",".","0.3","."
