"LAFOLLETTE SCHOOL PUB AFF Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","",""
"Pub Affr Prof Devlpmnt Workshp","800
001","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro-Energy Analysis & Policy","809
001","25","3.560","32.0","48.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Stat Meths-Pub Pol Anal","818
001","46","3.609","47.8","26.1","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Internship","827
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"International Governance","850
001","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Macroecon Pol & Int'l Fin Reg","854
001","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Program Evaluation","871
001","25","3.958","88.0","8.0",".",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Policy-Making Process","874
001","36","3.986","94.4","2.8",".",".",".",".",".","2.8",".",".",".",".",".",".",".","."
"Microecon Policy Analysis","880
001","48","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
001","21","3.857","81.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
002","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Benefit-Cost Analysis","Course Total","36","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Compartve&Natnl Social Policy","888
001","21","3.579","28.6","47.6","14.3",".",".",".",".",".",".",".",".",".","4.8",".","4.8","."
"","974
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","974
007","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Topics in Public Affairs","Course Total","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"PUB AFFR
826","Dept. Total","331","3.789","55.9","19.3","7.9",".",".",".",".","0.6",".","15.4",".",".","0.6",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","",""
"Senior","","21","3.923","52.4","9.5",".",".",".",".",".",".",".","38.1",".",".",".",".",".","."
"Undergraduates","","21","3.923","52.4","9.5",".",".",".",".",".",".",".","38.1",".",".",".",".",".","."
"Special","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","293","3.776","54.9","20.5","8.5",".",".",".",".","0.7",".","14.3",".",".","0.7",".","0.3","."
"Prof Yr 2","","3","***","","","","","","","","","","33.3",".",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","15","3.857","73.3","13.3","6.7",".",".",".",".",".",".","6.7",".",".",".",".",".","."
"","Dept. Total","331","3.789","55.9","19.3","7.9",".",".",".",".","0.6",".","15.4",".",".","0.6",".","0.3","."
