"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"","999
089","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading for PhD Prelims","Course Total","12","4.000","16.7",".",".",".",".",".",".","83.3",".",".","",".",".",".",".",".","."
"ENGL
352","Dept. Total","3946","3.690","62.4","20.2","8.5","2.8","1.4","0.3","0.7","1.1","0.1","0.4","",".","1.4","0.6",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","960","3.792","74.4","17.3","4.7","1.5","0.7","0.2","0.7",".",".",".","",".",".","0.4",".",".","0.1"
"Sophomore","","1008","3.662","61.8","21.6","10.4","3.6","1.3","0.3","0.5",".",".",".","",".",".","0.3",".",".","0.2"
"Junior","","816","3.614","56.6","25.0","11.6","3.1","2.0","0.5","1.0",".",".",".","",".",".","0.2",".",".","."
"Senior","","791","3.621","58.2","22.1","10.5","4.7","2.0","0.4","0.8","0.1",".",".","",".","0.4","0.8",".",".","0.1"
"Undergraduates","","3575","3.677","63.2","21.3","9.2","3.1","1.5","0.3","0.7","0.0",".",".","",".","0.1","0.4",".",".","0.1"
"Special","","65","3.634","47.7","18.5","7.7",".","6.2",".",".","13.8",".",".","",".",".","1.5",".","4.6","."
"Graduate","","306","3.932","55.9","7.8","0.7",".",".",".",".","10.5","1.0","4.9","",".","16.7","2.6",".",".","."
"","Dept. Total","3946","3.690","62.4","20.2","8.5","2.8","1.4","0.3","0.7","1.1","0.1","0.4","",".","1.4","0.6",".","0.1","0.1"
