"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
050","19","3.789","73.7","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
052","19","3.868","84.2","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","912","3.869","81.4","13.7","3.1","0.5","0.5","0.1","0.2",".",".",".",".",".","0.3",".",".","0.1"
"Intro-Theatre & Dramatic Lit","120
001","167","3.524","44.9","31.7","10.2","9.0","1.2",".","1.2",".",".",".",".",".","1.2",".","0.6","."
"Comm B Topics in English Lit","140
001","143","3.150","18.2","26.6","35.7","13.3","4.2","0.7","1.4",".",".",".",".",".",".",".",".","."
"American Dreamers","145
001","24","3.435","37.5","33.3","4.2","16.7","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"Myth and Literature","155
001","18","3.694","83.3","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
001","208","3.274","23.1","40.4","20.7","6.3","5.8","1.4","1.4",".",".",".",".",".",".",".",".","1.0"
"Shakespeare","162
001","188","3.785","77.1","12.2","3.7","1.1","2.7",".","1.1","2.1",".",".",".",".",".",".",".","."
"British and American Writers","167
001","30","3.500","46.7","23.3","16.7",".","10.0",".",".",".",".",".",".",".","3.3",".",".","."
"Modern Literature","168
001","177","3.744","71.2","18.1","6.2","1.1","1.1","0.6","1.1",".",".",".",".",".",".",".","0.6","."
"Literatures of Native America","172
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
001","32","3.859","71.9","28.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
002","186","3.788","66.7","25.8","5.9",".",".",".","0.5",".",".",".",".",".","1.1",".",".","."
"","173
003","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","237","3.811","69.2","24.9","4.6",".",".",".","0.4",".",".",".",".",".","0.8",".",".","."
"Topics in Literature and Film","176
001","200","3.384","30.0","36.5","22.5","7.0","1.5","1.0","1.0",".",".",".",".",".","0.5",".",".","."
"Literature and Popular Culture","177
001","14","3.786","78.6",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","178
001","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"First-Year Honors Seminar","181
001","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
001","20","3.525","25.0","65.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","182
002","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","37","3.662","45.9","45.9","5.4",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","201
001","18","3.794","66.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"","201
002","19","3.816","78.9","10.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","18","3.667","83.3","5.6",".","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
005","18","3.722","83.3","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
006","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","174","3.864","86.2","7.5","3.4","1.1",".",".","1.1",".",".",".",".",".",".",".",".","0.6"
"","207
001","17","3.794","70.6","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","16","3.688","43.8","50.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","17","3.471","41.2","47.1","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","207
005","17","3.882","94.1",".",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","207
006","16","3.625","37.5","56.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","100","3.725","61.0","32.0","4.0","1.0","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"The English Language","214
001","56","3.809","75.0","19.6","1.8",".",".",".","1.8","1.8",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 225 of 438",""
