"TERM : 1192","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2018-2019","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","269","3.450","42.0","23.4","18.2","4.5","3.7","1.5","0.7","3.0","0.4",".","",".","",".","2.2","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.273","45.2","11.9","21.4","7.1","7.1","4.8","2.4",".",".",".","",".","",".",".",".",".","."
"Sophomore","","39","3.423","43.6","20.5","17.9","7.7","5.1","2.6",".",".",".",".","",".","",".","2.6",".",".","."
"Junior","","40","3.416","42.5","27.5","17.5",".","5.0","2.5","2.5",".",".",".","",".","",".","2.5",".",".","."
"Senior","","97","3.460","33.0","32.0","23.7","5.2","3.1",".",".",".",".",".","",".","",".","2.1","1.0",".","."
"Undergraduates","","218","3.409","39.0","25.2","21.1","5.0","4.6","1.8","0.9",".",".",".","",".","",".","1.8","0.5",".","."
"Special","","5","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","46","3.803","58.7","17.4","4.3",".",".",".",".","13.0","2.2",".","",".","",".","4.3",".",".","."
"","Dept. Total","269","3.450","42.0","23.4","18.2","4.5","3.7","1.5","0.7","3.0","0.4",".","",".","",".","2.2","0.4",".","."
