"Contemporary Topics","365
001","","48","3.979","97.9",".","2.1",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","422
002","","23","3.565","34.8","43.5","21.7",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","72","3.847","77.8","13.9","8.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","15","3.733","60.0","26.7","13.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","55","3.873","81.8","10.9","7.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","71","3.845","77.5","14.1","8.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","72","3.847","77.8","13.9","8.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
