"Third Semester Hebrew","201
001","","7","3.929","85.7","14.3",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Intro to Hebrew Literature","301
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in Modern Hebrew Lit","401
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"HEBR-MOD
442","Dept. Total","","31","3.760","64.5","25.8","6.5","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","7","3.778","71.4","14.3","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","9","3.778","66.7","22.2","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.823","62.5","37.5",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","3.648","57.1","28.6",".","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.760","64.5","25.8","6.5","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","3.760","64.5","25.8","6.5","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
