"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","",""
"Move Comp-Perform/Visul Art","255","001","14","3.536","71.4","7.1","7.1",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"Dance History I","265","001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pol&Cult Perspectives in Dance","268","001","118","3.525","62.7","11.9","12.7","3.4","5.9","1.7","1.7",".",".",".",".",".",".",".",".","."
"","311","001","16","3.981","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311","002","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Dance Tech & Th V","","Course Total","28","3.947","92.9","3.6",".","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique III","325","001","10","3.806","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","341","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Dance Composition II","355","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Dance Repertory Theater","451","001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Seminar","462","001","9","3.778","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Pilates Teaching II","476","001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","","Course Total","3","***","","","","","","","","","","","","","","","",""
