"L&S","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"275
001
Special Topics in ILS","15","3.867","93.3",".",".",".","6.7",".",".",".",".","",".",".","",".","",".",".",".","."
"299
001
Directed Study","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"338
001
Peer Mentor 1st-Yr Lib Ed Smr","18","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"357
001
Peer Mentor Seminar","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"365
001
Machiavelli and His World","17","3.265","29.4","35.3","23.5","5.9",".",".","5.9",".",".","",".",".","",".","",".",".",".","."
"371
001","15","3.545","40.0","26.7",".",".",".","6.7",".","26.7",".","",".",".","",".","",".",".",".","."
"371
002","7","3.857","71.4","28.6",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Course Total
Interdis in Arts & Humanities","22","3.667","50.0","27.3",".",".",".","4.5",".","18.2","",".",".","",".","",".",".",".",".","."
"372
002","17","3.294","17.6","41.2","23.5","17.6",".",".",".",".",".","",".",".","",".","",".",".",".","."
"372
003","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Interdis Studies-Soc Sciences","19","3.306","15.8","42.1","21.1","15.8",".",".",".","5.3","",".",".","",".","",".",".",".",".","."
"490
003
Rsch-Integrated LiberalStudies","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"ILS
Dept. Total
500","1020","3.544","46.1","20.1","8.5","3.7","2.3","0.6","0.6","0.7","",".","16.7","",".","",".","0.1",".","0.2","0.5"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","426","3.544","42.3","15.5","9.6","2.6","1.9","0.2",".",".","",".","27.5","",".","",".",".",".",".","0.5"
"Sophomore","302","3.579","45.4","23.8","7.0","3.0","2.3",".","0.7",".","",".","17.2","",".","",".","0.3",".",".","0.3"
"Junior","180","3.534","56.1","22.2","7.8","6.1","2.8","2.2","1.1",".","",".","0.6","",".","",".",".",".",".","1.1"
"Senior","102","3.489","50.0","26.5","10.8","6.9","2.9","1.0","2.0",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","1010","3.543","46.4","20.3","8.6","3.8","2.3","0.6","0.6",".","",".","16.8","",".","",".","0.1",".",".","0.5"
"Special","10","4.000","10.0",".",".",".",".",".",".","70.0","",".",".","",".","",".",".",".","20.0","."
"Dept. Total","1020","3.544","46.1","20.1","8.5","3.7","2.3","0.6","0.6","0.7","",".","16.7","",".","",".","0.1",".","0.2","0.5"
