"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"","990
033","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","81.0","",".",".","",".","19.0",".",".",".","."
"M S & E
636","Dept. Total","986","3.507","43.5","20.5","17.3","4.5","1.5","0.3","0.2","6.9","",".","3.4","",".","1.3","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.823","86.7","6.7",".","6.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","117","3.406","41.0","27.4","22.2","6.8","1.7",".","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","186","3.413","38.2","29.0","22.6","8.6","1.1","0.5",".",".","",".",".","",".",".",".",".",".","."
"Senior","","420","3.512","50.7","21.4","21.0","3.8","1.9","0.5","0.2",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","738","3.473","46.7","24.0","21.1","5.6","1.6","0.4","0.3",".","",".",".","",".",".","0.3",".",".","."
"Special","","8","3.864","87.5",".","12.5",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","240","3.674","32.1","10.4","5.8","1.3","1.3",".",".","28.3","",".","14.2","",".","5.4","1.3",".",".","."
"","Dept. Total","986","3.507","43.5","20.5","17.3","4.5","1.5","0.3","0.2","6.9","",".","3.4","",".","1.3","0.5",".",".","."
