"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","457","3.287","32.2","20.4","19.7","5.7","4.2","1.3","",".","13.3","0.2",".","",".","2.2","0.7",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","2.500","12.5","12.5",".","50.0","12.5","12.5","",".",".",".",".","",".",".",".",".",".","."
"Junior","","87","3.081","14.9","24.1","40.2","12.6","6.9","1.1","",".",".",".",".","",".",".",".",".",".","."
"Senior","","260","3.373","46.2","23.5","19.6","4.2","3.8","1.5","",".",".",".",".","",".",".","1.2",".",".","."
"Undergraduates","","355","3.274","37.7","23.4","24.2","7.3","4.8","1.7","",".",".",".",".","",".",".","0.8",".",".","."
"Special","","7","2.929","28.6","28.6",".",".","28.6",".","",".","14.3",".",".","",".",".",".",".",".","."
"Graduate","","95","3.615","11.6","8.4","4.2",".",".",".","",".","63.2","1.1",".","",".","10.5",".",".","1.1","."
"","Dept. Total","457","3.287","32.2","20.4","19.7","5.7","4.2","1.3","",".","13.3","0.2",".","",".","2.2","0.7",".","0.2","."
