"","990
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","19","",".",".",".",".",".",".",".","63.2","",".",".","",".","36.8",".",".",".","."
"ART HIST
180","Dept. Total","858","3.586","40.1","17.8","8.3","1.9","1.9","0.5","0.9","26.7","",".",".","",".","1.2","0.3","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.545","51.2","31.2","10.4","1.6","3.2",".","2.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","163","3.583","54.0","25.8","12.3","2.5","3.7","0.6","0.6",".","",".",".","",".",".","0.6",".",".","."
"Junior","","113","3.464","46.9","24.8","15.9","6.2","2.7","0.9","1.8","0.9","",".",".","",".",".",".",".",".","."
"Senior","","130","3.571","49.2","26.2","13.8","1.5","1.5","1.5","0.8","1.5","",".",".","",".","2.3",".","0.8",".","0.8"
"Undergraduates","","531","3.546","50.7","26.9","13.0","2.8","2.8","0.8","1.3","0.6","",".",".","",".","0.6","0.2","0.2",".","0.2"
"Special","","224","3.824","4.5",".",".",".","0.4",".",".","94.6","",".",".","",".",".",".",".","0.4","."
"Graduate","","103","3.832","63.1","9.7","1.9","1.0",".",".","1.0","13.6","",".",".","",".","6.8","1.9",".","1.0","."
"","Dept. Total","858","3.586","40.1","17.8","8.3","1.9","1.9","0.5","0.9","26.7","",".",".","",".","1.2","0.3","0.1","0.2","0.1"
