"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","14771","3.716","70.7","11.1","5.7","2.1","2.2","0.8","0.5","2.6","0.0","3.1","0.0","0.4","0.5","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1929","3.725","75.3","12.9","5.7","2.5","2.2","0.7","0.5",".","0.1",".",".",".","0.2",".",".","0.1"
"Sophomore","","2210","3.647","70.4","14.4","6.0","3.1","3.2","1.7","0.7",".",".","0.0",".",".","0.2","0.0",".","0.1"
"Junior","","2574","3.628","69.3","12.0","7.5","2.6","3.5","1.0","0.8",".",".","2.6",".",".","0.4","0.0",".","0.2"
"Senior","","4468","3.690","69.7","12.8","7.3","2.4","2.2","0.9","0.5","0.2",".","3.5",".","0.1","0.2","0.1",".","0.0"
"Undergraduates","","11181","3.671","70.7","13.0","6.8","2.6","2.7","1.0","0.6","0.1","0.0","2.0",".","0.0","0.3","0.1",".","0.1"
"Special","","336","3.759","51.8","8.9","5.1","0.9","1.8","0.3","0.3","23.8",".","2.1",".",".","2.4",".","2.1","0.3"
"Graduate","","3175","3.946","73.5","4.8","1.3","0.1","0.1",".","0.0","9.2","0.1","7.5","0.0","1.8","1.3","0.1","0.1","."
"Prof Yr 1","","73","2.837","27.4","12.3","20.5","16.4","17.8","4.1","1.4",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","9","4.000","77.8",".",".",".",".",".",".",".",".","11.1",".",".","11.1",".",".","."
"Professionals","","89","2.952","37.1","10.1","18.0","13.5","14.6","3.4","1.1",".",".","1.1",".",".","1.1",".",".","."
"","College Total","14781","3.716","70.7","11.1","5.6","2.1","2.2","0.8","0.5","2.6","0.0","3.2","0.0","0.4","0.5","0.1","0.1","0.1"
