"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Intermediate Honors Seminar","283","002","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The US Since 1945","306","001","76","3.769","65.8","11.8","2.6","7.9",".",".",".","10.5",".",".",".",".",".",".",".","1.3"
"The Vietnam Wars","319","001","72","3.593","36.1","33.3","11.1",".",".",".","1.4","15.3",".",".",".",".","2.8",".",".","."
"The Caribbean & its Diasporas","347","001","35","3.485","37.1","42.9","8.6","5.7",".",".","2.9","2.9",".",".",".",".",".",".",".","."
"The Second World War","357","001","71","3.258","25.4","26.8","22.5","9.9","7.0","1.4",".","7.0",".",".",".",".",".",".",".","."
"Soc-Shakespeares England","367","001","30","3.300","10.0","30.0","43.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"History-American Education","412","001","34","3.318","41.2","32.4","5.9","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","2.9"
"History of Russia","417","001","50","3.483","18.0","22.0","16.0","2.0",".",".",".","36.0",".",".",".",".","6.0",".",".","."
"US Military History to 1902","427","001","32","3.742","71.9","15.6",".","3.1","6.3",".",".",".",".",".",".",".","3.1",".",".","."
"Amer Foreign Rel-1901 on","434","002","40","3.472","30.0","35.0","17.5","5.0","2.5",".",".","5.0",".",".",".",".","2.5","2.5",".","."
"Topics in S Asian History","463","001","12","3.773","58.3","25.0","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"American Economy to 1865","465","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Making the American Landscape","469","001","140","3.674","16.4","9.3","4.3","0.7",".",".",".","69.3",".",".",".",".",".",".",".","."
"","500","001","9","3.667","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","500","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","13","3.450","30.8","23.1","15.4",".","7.7",".",".",".",".",".",".",".","23.1",".",".","."
"","505","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","505","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"History at Work","","Course Total","8","3.833","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"History Internship Seminar","506","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist of Mass Communication","560","001","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Contemp Scand:Politics&Hist","577","001","9","3.138","11.1","66.7","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","600","001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","002","14","3.462","28.6","35.7","21.4","7.1",".",".",".",".",".",".",".",".","7.1",".",".","."
"","600","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","005","7","3.286",".","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","006","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","007","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","008","20","3.842","65.0","30.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","600","009","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","010","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","011","9","3.438","22.2","44.4","11.1","11.1",".",".",".",".",".",".",".",".","11.1",".",".","."
"","600","012","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","","Course Total","105","3.728","57.1","27.6","9.5","1.9",".",".",".",".",".",".",".",".","3.8",".",".","."
"Hist-Rad&Expermntl Ed in US&UK","622","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist-Civ Rghts Movmnt in US","628","001","13","3.091","23.1","15.4","38.5",".",".",".","7.7",".",".",".",".",".",".",".","15.4","."
"Books Print Cult Europe No Am","650","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Thesis Colloquium","680","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 246 of 438",""
