"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11901","3.356","43.4","16.5","16.8","6.6","6.5","1.4","0.6","4.6","0.0","0.4","",".","2.3","0.6","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1077","3.314","45.1","17.7","18.4","9.8","6.5","0.9","0.6",".",".",".","",".",".","0.3",".","0.6","."
"Sophomore","","1474","3.300","43.0","19.0","18.2","9.4","7.1","1.8","0.6",".",".","0.6","",".",".","0.1",".","0.1","0.1"
"Junior","","2485","3.249","39.1","17.3","21.8","8.4","9.8","2.2","0.6","0.0",".","0.4","",".",".","0.1","0.2","0.1","0.0"
"Senior","","4343","3.370","46.2","17.7","18.4","6.5","7.1","1.5","0.6","0.1",".","0.3","",".","0.4","1.1","0.0","0.1","0.0"
"Undergraduates","","9379","3.320","43.7","17.8","19.3","7.9","7.7","1.6","0.6","0.1",".","0.3","",".","0.2","0.6","0.1","0.2","0.0"
"Special","","542","3.350","43.2","17.3","14.0","6.8","7.2","1.8","2.0","5.9",".",".","",".",".",".","0.6","1.1","."
"Graduate","","1971","3.714","41.9","10.0","5.7","0.7","0.7",".","0.1","26.0","0.1","1.0","",".","13.0","0.6",".","0.2","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".",".","100.0",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","",".","",".","25.0",".",".",".","."
"Prof Yr 4","","10","3.864","70.0",".","10.0",".",".",".",".",".",".",".","",".","20.0",".",".",".","."
"Professionals","","15","3.880","66.7",".","6.7",".",".",".",".",".",".",".","",".","20.0","6.7",".",".","."
"","College Total","11907","3.356","43.4","16.5","16.8","6.6","6.5","1.4","0.6","4.6","0.0","0.4","",".","2.3","0.6","0.1","0.2","0.0"
