"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"964","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","046","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","048","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","058","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","059","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","067","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","076","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","083","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","087","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","157","4.000","71.3",".",".",".",".",".",".","28.7",".",".",".",".",".",".",".","."
"990","001","","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","087","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Organic","Course Total","","89","",".",".",".",".",".",".",".","97.8",".",".",".","2.2",".",".",".","."
"992","001","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"992","017","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"992","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"992","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
