"","990
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","1016","2.872","22.7","18.1","21.9","13.9","11.7","6.8","2.9","1.3","",".","0.2","",".","0.2","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.759","44.4","11.1",".","22.2",".",".","22.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","221","2.491","14.9","10.9","20.4","18.1","14.5","15.8","5.4",".","",".",".","",".",".",".",".",".","."
"Junior","","317","2.750","17.7","18.6","23.3","17.4","12.6","6.9","3.2",".","",".",".","",".",".","0.3",".",".","."
"Senior","","356","3.041","26.7","18.8","25.0","11.5","12.6","3.4","1.1","0.6","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","903","2.796","20.8","16.7","23.0","15.3","13.0","7.6","3.1","0.2","",".",".","",".",".","0.2",".",".","."
"Special","","8","3.864","62.5","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".","12.5","."
"Graduate","","105","3.513","36.2","29.5","14.3","2.9","1.9",".","1.0","10.5","",".","1.9","",".","1.9",".",".",".","."
"","Dept. Total","1016","2.872","22.7","18.1","21.9","13.9","11.7","6.8","2.9","1.3","",".","0.2","",".","0.2","0.2",".","0.1","."
