"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"First Semester Greek","103","001","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"First Semester Greek","303","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","305","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Herodotus","530","001","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Research Thesis","890","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","","Dept. Total","25","3.739","52.0","24.0","4.0","4.0",".",".",".","12.0","4.0",".",".",".",".",".",".","."
