"TERM : 1192","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2018-2019","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","309","3.581","47.2","29.8","12.9","3.9","1.3","0.3","",".","1.3","",".",".","",".","0.6","1.6","0.6","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","49","3.593","44.9","36.7","14.3","2.0","2.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","44","3.531","38.6","40.9","11.4","4.5","2.3",".","",".",".","",".",".","",".",".",".",".","2.3","."
"Junior","70","3.509","40.0","35.7","14.3","5.7",".","1.4","",".",".","",".",".","",".",".",".","2.9",".","."
"Senior","126","3.626","53.2","22.2","13.5","4.0","0.8",".","",".","0.8","",".",".","",".","1.6","4.0",".",".","."
"Undergraduates","289","3.575","46.4","30.8","13.5","4.2","1.0","0.3","",".","0.3","",".",".","",".","0.7","1.7","0.7","0.3","."
"Special","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","15","3.667","66.7","13.3","6.7",".","6.7",".","",".","6.7","",".",".","",".",".",".",".",".","."
"Dept. Total","309","3.581","47.2","29.8","12.9","3.9","1.3","0.3","",".","1.3","",".",".","",".","0.6","1.6","0.6","0.3","."
