"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"","101","002","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101","003","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Textile Design","","Course Total","29","3.862","86.2","3.4","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Design: Fundamentals I","120","001","104","3.699","60.6","20.2","15.4","2.9",".",".",".","1.0",".",".",".",".",".",".",".","."
"Fabric & Apparel Structures I","153","001","39","3.449","43.6","25.6","20.5","7.7",".",".","2.6",".",".",".",".",".",".",".",".","."
"Fashion Illustration","210","002","16","3.500","43.8","25.0","12.5","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"Person & Environ Interactions","221","001","81","3.375","39.5","27.2","19.8","2.5","6.2","2.5","1.2","1.2",".",".",".",".",".",".",".","."
"Interior Design I","222","001","36","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Architect Design","223","001","35","3.314","25.7","42.9","11.4","8.6","11.4",".",".",".",".",".",".",".",".",".",".","."
"Materials and Finishes","224","001","37","3.824","75.7","13.5","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Dsgn:Print & Dye I","227","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229","001","10","3.750","80.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","241","002","18","3.528","50.0","22.2","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","241","003","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Visual Communication I","","Course Total","36","3.694","63.9","19.4","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Design Leadership Symposium","252","001","99","3.924","90.9","7.1","1.0",".",".","1.0",".",".",".",".",".",".",".",".",".","."
"","253","001","10","3.300","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","253","002","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patternmaking-Apparel Design","","Course Total","18","3.444","27.8","33.3","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design/Fashion Event Practicum","270","001","18","3.583","66.7","11.1","5.6","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Cloth to Clothing","319","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Dsgn-Manual/Comptr Gen Imagery","327","001","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341","001","26","3.731","61.5","26.9","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","341","002","19","3.842","78.9","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Design Thinking","","Course Total","45","3.778","68.9","22.2","4.4","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"Design-Related Intl Experience","361","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00B","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00C","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00D","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FIT Fashion Design","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Hist of Arch. & Interiors I","421","001","36","3.943","86.1","11.1",".",".",".",".",".","2.8",".",".",".",".",".",".",".","."
"Textile Dsgn: Print&Dye II","427","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Textile Design: Weaving II","429","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Textiles","430","002","37","3.672","54.1","13.5","13.5","5.4",".",".",".","5.4",".",".",".",".","8.1",".",".","."
"Color Theory and Technology","451","001","25","3.520","40.0","40.0","16.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"","501","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","002","10","3.938","70.0","10.0",".",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"Special Topics","","Course Total","16","3.929","75.0","12.5",".",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"Experimental Textile Design","528","001","8","3.727","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile:Spec & End Use Anal","561","001","41","3.439","26.8","41.5","26.8","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
