"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3982","3.624","55.7","17.4","13.3","4.4","2.2","0.5","0.2","1.3","",".","5.0","",".","0.1","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.174","41.6","12.4","12.4","18.0","10.1","5.6",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","37","3.553","56.8","24.3","8.1","2.7","5.4",".","2.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","147","3.412","47.6","23.1","15.0","4.8","5.4","2.0","2.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","195","3.356","45.6","16.9","20.5","7.7","6.2","1.5","1.0",".","",".",".","",".","0.5","",".",".",".","."
"Undergraduates","","468","3.361","46.4","18.6","16.2","8.3","6.6","2.4","1.3",".","",".",".","",".","0.2","",".",".",".","."
"Special","","6","3.600","83.3",".",".",".","16.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","247","3.799","44.1","9.7","3.6",".",".",".",".","19.4","",".","22.3","",".","0.8","",".",".",".","."
"Prof Yr 1","","700","3.692","74.1","12.7","9.1","2.9","0.9","0.3",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","1174","3.491","45.7","18.5","13.7","6.0","3.1","0.3","0.3",".","",".","12.4","",".",".","",".",".",".","."
"Prof Yr 3","","1226","3.614","47.2","20.0","17.0","3.5","0.9",".",".","0.2","",".","0.1","",".","11.1","",".",".",".","."
"Prof Yr 4","","297","3.878","84.5","9.8","4.0","0.7","0.7","0.3",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","3397","3.658","55.5","17.1","13.1","4.0","1.6","0.2","0.1","0.1","",".","4.3","",".","4.0","",".",".",".","."
"","College Total","4118","3.624","53.8","16.8","12.9","4.2","2.1","0.4","0.2","1.2","",".","4.9","",".","3.4","",".",".",".","."
