"","990
043","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
044","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
046","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","32","",".",".",".",".",".",".",".","90.6","6.3",".","",".","3.1",".",".",".","."
"COM ARTS
250","Dept. Total","3702","3.352","29.9","29.8","19.9","7.9","4.6","0.9","0.7","3.3","0.1","1.9","",".","0.1","0.6","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","826","3.427","30.5","38.7","20.7","5.7","3.0","0.6","0.4",".",".",".","",".",".","0.4",".",".","."
"Sophomore","","701","3.369","33.2","31.2","20.7","8.4","3.3","1.4","1.0",".",".",".","",".",".","0.4","0.3",".","."
"Junior","","904","3.247","25.3","29.5","24.1","10.2","6.7","0.9","1.0","0.1",".","1.3","",".",".","0.8",".",".","."
"Senior","","999","3.321","29.2","28.0","19.4","8.7","5.7","1.1","0.5","0.1",".","5.9","",".","0.2","0.8","0.1",".","0.2"
"Undergraduates","","3430","3.337","29.3","31.7","21.2","8.3","4.8","1.0","0.7","0.1",".","2.1","",".","0.1","0.6","0.1",".","0.1"
"Special","","63","3.173","12.7","11.1","12.7","11.1","4.8",".",".","33.3",".",".","",".",".",".","1.6","11.1","1.6"
"Graduate","","209","3.910","44.5","5.3",".",".",".",".","0.5","47.4","1.0",".","",".","0.5","1.0",".",".","."
"","Dept. Total","3702","3.352","29.9","29.8","19.9","7.9","4.6","0.9","0.7","3.3","0.1","1.9","",".","0.1","0.6","0.1","0.2","0.1"
