"","990
030","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
033","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","17","",".",".",".",".",".",".",".","58.8","",".",".","",".","41.2",".",".",".","."
"COUN PSY
270","Dept. Total","1674","3.859","80.6","10.6","2.9","1.2","1.0","0.4","0.4","0.6","",".","1.5","",".","0.4","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","706","3.818","80.5","12.3","3.0","1.8","1.3","0.7","0.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","423","3.868","83.9","10.4","3.1","0.9","0.7","0.2","0.5",".","",".",".","",".",".","0.2",".",".","."
"Junior","","120","3.789","78.3","10.8","5.8","1.7","1.7",".","0.8",".","",".",".","",".",".","0.8",".",".","."
"Senior","","199","3.819","78.4","15.1","3.5","0.5","1.0","0.5","0.5",".","",".",".","",".",".",".","0.5",".","."
"Undergraduates","","1448","3.832","81.0","12.0","3.3","1.4","1.1","0.5","0.5",".","",".",".","",".",".","0.1","0.1",".","."
"Special","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","211","3.981","76.3","1.9","0.5",".",".",".",".","4.7","",".","12.8","",".","3.3",".",".",".","."
"Prof Yr 1","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","6","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".",".","16.7",".",".","."
"Professionals","","14","4.000","92.9",".",".",".",".",".",".",".","",".",".","",".",".","7.1",".",".","."
"","Dept. Total","1676","3.859","80.5","10.6","2.9","1.2","1.0","0.4","0.4","0.6","",".","1.6","",".","0.4","0.2","0.1",".","."
