"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1149","3.729","77.7","10.2","5.4","1.9","1.9","0.7","0.7","1.0","0.2",".","",".","",".","0.2",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","185","3.745","78.9","8.6","5.9","2.7","2.2","0.5",".",".","0.5",".","",".","",".","0.5",".",".","."
"Sophomore","","269","3.780","79.2","11.5","3.7","2.6","1.1","0.7","1.1",".",".",".","",".","",".",".",".",".","."
"Junior","","245","3.722","79.6","10.2","5.3","0.8","2.0","0.8","0.8",".",".",".","",".","",".",".",".",".","0.4"
"Senior","","409","3.693","77.3","9.0","5.9","2.0","2.2","0.7","0.7","2.0",".",".","",".","",".","0.2",".",".","."
"Undergraduates","","1108","3.731","78.5","9.8","5.2","2.0","1.9","0.7","0.7","0.7","0.1",".","",".","",".","0.2",".",".","0.1"
"Special","","27","3.583","55.6","18.5","11.1",".","3.7",".",".","11.1",".",".","",".","",".",".",".",".","."
"Graduate","","15","3.833","60.0","20.0","6.7",".",".",".",".","6.7","6.7",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1151","3.729","77.8","10.2","5.4","1.9","1.9","0.7","0.7","1.0","0.2",".","",".","",".","0.2",".",".","0.1"
