"","999
070","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
099","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","29","",".",".",".",".",".",".",".","89.7","",".",".","",".","10.3",".",".",".","."
"MUSIC
660","Dept. Total","4511","3.789","84.8","4.5","4.8","1.3","1.3","0.3","0.2","2.2","",".","0.0","",".","0.1","0.1",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","491","3.786","84.5","5.3","6.9","1.6","0.4","0.6",".",".","",".",".","",".",".",".",".","0.6","."
"Sophomore","","1052","3.775","86.1","5.5","5.2","1.0","1.1","0.6","0.2",".","",".",".","",".",".","0.1",".",".","0.2"
"Junior","","1148","3.785","87.9","3.9","4.1","1.2","1.9","0.3","0.3",".","",".",".","",".",".","0.2",".","0.1","0.1"
"Senior","","1451","3.787","86.8","3.7","5.0","1.9","1.4","0.1","0.3","0.3","",".","0.1","",".",".","0.1",".","0.1","0.1"
"Undergraduates","","4142","3.783","86.7","4.4","5.0","1.4","1.4","0.3","0.3","0.1","",".","0.0","",".",".","0.1",".","0.1","0.1"
"Special","","93","3.603","22.6","2.2","1.1",".","1.1","1.1",".","71.0","",".",".","",".",".",".",".","1.1","."
"Graduate","","280","3.865","78.2","7.5","2.9",".","0.7",".",".","9.6","",".",".","",".","1.1",".",".",".","."
"Prof Yr 1","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4518","3.789","84.8","4.5","4.8","1.3","1.3","0.3","0.2","2.1","",".","0.0","",".","0.1","0.1",".","0.1","0.1"
