"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","780","3.485","41.9","27.7","20.9","5.0","3.2","0.9","",".","0.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","43","3.314","20.9","37.2","30.2","7.0","4.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","202","3.252","29.2","25.2","25.7","11.4","5.9","2.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","257","3.502","43.6","28.8","17.9","4.3","4.3","0.8","",".","0.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","502","3.385","35.9","28.1","22.1","7.4","5.0","1.4","",".","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","22","3.762","59.1","31.8",".","4.5",".",".","",".","4.5","",".",".","",".","",".","",".",".",".","."
"Graduate","","246","3.666","50.8","27.2","21.1","0.4",".",".","",".","0.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","9","3.944","88.9","11.1",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","10","3.948","90.0","10.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","780","3.485","41.9","27.7","20.9","5.0","3.2","0.9","",".","0.4","",".",".","",".","",".","",".",".",".","."
