"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","182","3.661","59.9","19.8","6.6","3.8","1.6","0.5","1.1","6.0","0.5",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.254","30.0","35.0","15.0","10.0","5.0",".","5.0",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","23","3.736","73.9","8.7","8.7","8.7",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.598","58.8","20.6","14.7","2.9",".",".","2.9",".",".",".","",".","",".","",".",".",".","."
"Senior","","60","3.716","66.7","23.3","3.3","3.3","1.7","1.7",".",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","137","3.626","60.6","21.9","8.8","5.1","1.5","0.7","1.5",".",".",".","",".","",".","",".",".",".","."
"Special","","10","3.806","30.0","20.0",".",".",".",".",".","50.0",".",".","",".","",".","",".",".",".","."
"Graduate","","35","3.848","65.7","11.4",".",".","2.9",".",".","17.1","2.9",".","",".","",".","",".",".",".","."
"","Dept. Total","182","3.661","59.9","19.8","6.6","3.8","1.6","0.5","1.1","6.0","0.5",".","",".","",".","",".",".",".","."
