"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Operations","401
001","","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory I","475
001","","13","3.731","84.6","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","95","3.957","93.7","4.2",".",".",".","1.1",".","1.1",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","25","3.966","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","22","3.946","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","32","3.938","93.8","3.1",".",".",".","3.1",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","95","3.957","94.7","4.2",".",".",".","1.1",".",".",".",".",".",".",".",".",".","."
"Special","","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","96","3.957","93.8","4.2",".",".",".","1.0",".","1.0",".",".",".",".",".",".",".","."
