"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"","999
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","",""
"ED POL
310","Dept. Total","642","3.797","68.8","12.3","4.8","1.2","0.9","0.5","0.5","7.2","0.2","1.6","",".","0.5","0.9",".","0.2","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.824","67.6","29.7","2.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","88","3.753","70.5","17.0","6.8","2.3","1.1","1.1",".",".",".",".","",".",".",".",".",".","1.1"
"Junior","","158","3.829","77.2","14.6","6.3","0.6","1.3",".",".",".",".",".","",".",".",".",".",".","."
"Senior","","218","3.764","76.1","11.0","6.0","2.3","0.9","0.9","0.9","0.5",".",".","",".",".","0.5",".",".","0.9"
"Undergraduates","","501","3.787","74.9","14.6","6.0","1.6","1.0","0.6","0.4","0.2",".",".","",".",".","0.2",".",".","0.6"
"Special","","12","3.500","83.3",".",".",".","8.3",".","8.3",".",".",".","",".",".",".",".",".","."
"Graduate","","129","3.933","44.2","4.7","0.8",".",".",".",".","34.9","0.8","7.8","",".","2.3","3.9",".","0.8","."
"","Dept. Total","642","3.797","68.8","12.3","4.8","1.2","0.9","0.5","0.5","7.2","0.2","1.6","",".","0.5","0.9",".","0.2","0.5"
