"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","22","3.864","86.4","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","100
004","22","3.727","77.3","18.2",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","100
005","22","3.750","86.4","4.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","100
006","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","18","3.778","88.9",".","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","100
008","21","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","21","3.762","71.4","19.0","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","3.711","84.2","5.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
011","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","254","3.854","85.8","9.4","2.4",".","0.8","0.4","1.2",".",".",".",".",".",".",".",".","."
"","102
001","22","3.841","68.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","22","3.727","50.0","45.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","21","3.857","81.0","14.3",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","65","3.808","66.2","30.8","1.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","104
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","64","3.898","82.8","14.1","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","167","3.716","70.7","20.4","3.6","1.8","0.6","1.2","1.8",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","108
001","175","3.601","60.0","20.6","9.7","4.0","2.9","1.1","1.1",".",".",".",".",".",".","0.6",".","."
"","112
001","22","3.705","68.2","18.2","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","112
002","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","21","3.762","76.2","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","112
004","18","3.778","77.8","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","112
005","20","3.875","85.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","18","3.278","61.1","16.7",".","5.6","5.6",".","11.1",".",".",".",".",".",".",".",".","."
"","112
007","19","3.158","26.3","31.6","31.6",".",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","139","3.658","70.5","13.7","8.6","1.4","2.9","0.7","2.2",".",".",".",".",".",".",".",".","."
"","176
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
004","12","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","17","3.882","88.2","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","176
006","16","3.719","87.5","6.3",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","83","3.831","78.3","18.1","1.2","1.2",".",".","1.2",".",".",".",".",".",".",".",".","."
"","212
001","17","3.147","29.4","35.3","11.8","5.9","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"","212
002","19","3.447","52.6","21.1","15.8","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"","212
003","21","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing Methods & Concepts","Course Total","79","3.589","54.4","31.6","6.3","2.5","2.5",".","2.5",".",".",".",".",".",".",".",".","."
