"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LEGAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","",""
"LEGAL ST
535","Dept. Total","411","3.269","37.2","24.3","16.5","10.9","6.8","0.7","1.5","",".","",".",".","",".","1.2","0.5",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","2.837","6.3","25.0","25.0","21.9","18.8","3.1",".","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","83","2.840","13.3","20.5","30.1","19.3","10.8","1.2","4.8","",".","",".",".","",".",".",".",".",".","."
"Junior","","107","3.434","43.9","25.2","15.9","7.5","5.6",".","0.9","",".","",".",".","",".",".",".",".",".","0.9"
"Senior","","183","3.530","49.7","25.7","9.8","6.6","3.8","0.5","0.5","",".","",".",".","",".","2.7","0.5",".",".","."
"Undergraduates","","405","3.269","37.3","24.4","16.8","10.6","6.9","0.7","1.5","",".","",".",".","",".","1.2","0.2",".",".","0.2"
"Special","","2","***","","","","","","","","","","","",".","",".",".","50.0",".",".","."
"Graduate","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","411","3.269","37.2","24.3","16.5","10.9","6.8","0.7","1.5","",".","",".",".","",".","1.2","0.5",".",".","0.2"
