"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","45","3.844","84.4","4.4","8.9",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"","160
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","160
003","9","3.688","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Architectural Graphics","Course Total","13","3.792","61.5","23.1","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","170
002","22","3.455","31.8","40.9","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","170
003","19","3.474","47.4","21.1","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","170
004","18","3.167","16.7","44.4","11.1","11.1","16.7",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","59","3.373","32.2","35.6","15.3","8.5","8.5",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mech Eng","201
001","122","3.698","67.2","16.4","8.2","4.1","2.5","0.8",".",".",".",".",".",".","0.8",".",".","."
"Intro Engineering Graphics","231
001","168","3.167","16.7","29.8","29.2","19.0","5.4",".",".",".",".",".",".",".",".",".",".","."
"Dynamics","240
001","101","2.768","8.9","14.9","23.8","32.7","12.9","5.0",".",".",".",".",".",".","2.0",".",".","."
"Eng. Problem Solving EES","273
001","13","3.577","76.9","7.7",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","306
001","57","3.026","10.5","24.6","38.6","19.3","3.5","3.5",".",".",".",".",".",".",".",".",".","."
"","306
002","39","3.066","20.5","23.1","25.6","10.3","15.4","2.6",".","2.6",".",".",".",".",".",".",".","."
"","306
004","28","3.089","17.9","21.4","32.1","17.9","10.7",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","124","3.053","15.3","23.4","33.1","16.1","8.9","2.4",".","0.8",".",".",".",".",".",".",".","."
"","307
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
004","11","3.318","9.1","45.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","9","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","10","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
011","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
013","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
014","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","89","3.579","43.8","30.3","24.7",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"","313
001","60","3.322","18.3","41.7","28.3","8.3",".","1.7",".",".",".",".",".",".",".",".","1.7","."
"","313
002","73","3.370","28.8","28.8","35.6","4.1","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","133","3.348","24.1","34.6","32.3","6.0","0.8","1.5",".",".",".",".",".",".",".",".","0.8","."
"","314
001","43","3.442","25.6","51.2","11.6","9.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"","314
002","33","3.303","21.2","42.4","21.2","6.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","76","3.382","23.7","47.4","15.8","7.9","5.3",".",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","331
001","100","3.285","16.0","44.0","25.0","13.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","340
001","157","3.202","28.0","29.3","16.6","12.1","11.5","0.6","1.3",".",".",".",".",".","0.6",".",".","."
"Design of Machine Elements","342
001","88","3.426","35.2","35.2","20.5","4.5","1.1","3.4",".",".",".",".",".",".",".",".",".","."
"Intro to Controls for ME","346
001","57","3.518","52.6","19.3","15.8","3.5","8.8",".",".",".",".",".",".",".",".",".",".","."
"","349
001","21","3.571","38.1","38.1","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 141 of 438",""
