"Topic in Medieval Literature","423
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old English","520
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Spanish","541
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","25","3.637","52.0","28.0","12.0","8.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","10","3.600","50.0","30.0","10.0","10.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","7","3.759","71.4","14.3",".","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","23","3.646","52.2","30.4","8.7","8.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","25","3.637","52.0","28.0","12.0","8.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
