"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","",""
"","200
001","20","3.974","90.0","5.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","200
002","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Issues in Special Education","Course Total","40","3.962","90.0","7.5",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"","300
001","73","3.849","82.2","12.3","2.7","1.4",".","1.4",".",".",".",".",".",".",".",".",".","."
"","300
002","79","3.949","96.2",".","2.5",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"","300
003","79","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individls with Disabilities","Course Total","231","3.929","91.8","5.2","1.7","0.4","0.4","0.4",".",".",".",".",".",".",".",".",".","."
"Behav Anal:Person-Disabilty","330
001","54","3.863","87.0","3.7",".",".","1.9",".","1.9",".",".",".",".",".","5.6",".",".","."
"Tching Math in Inclusive Set","365
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"AAC and Assistive Tech","401
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Functional Skills","402
001","36","3.986","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adol. Lit. for Stdts with Dis","403
001","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Current Topics in Special Ed","405
001","21","3.775","85.7","4.8",".",".",".",".","4.8",".",".",".",".",".","4.8",".",".","."
"Diagnosis and Assessment","464
001","43","3.919","95.3","2.3",".",".",".","2.3",".",".",".",".",".",".",".",".",".","."
"Diversity in Special Education","466
001","40","3.872","82.5","7.5","5.0","2.5",".",".",".",".",".",".",".",".","2.5",".",".","."
"Elem Stdt Teaching Seminar","467
001","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Secondary Student Teaching Smr","468
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods in Transtn & Voc Educ","472
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sp Ed Student Teaching: MC-EA","477
001","12","3.905","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","478
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","478
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sp Ed Student Teaching: EA-A","Course Total","2","***","","","","","","","","","","","","","","","",""
"Rehab-Cnslg Psych: Foundatn","500
001","46","3.902","82.6","15.2","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
001","17","3.781","64.7","17.6","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","501
002","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Rehab-Cnslg Psych: Applcatn","Course Total","33","3.766","78.8","9.1","6.1",".",".",".","3.0",".",".",".",".",".","3.0",".",".","."
"Bio,Psych,&Voc Aspt-Disabil","505
001","49","3.917","81.6","16.3",".",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"Rehab Psych-Medical Aspects","550
001","12","3.828","58.3","33.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","630
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
019","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
020","33","3.946","87.9","12.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
021","6","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
022","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
023","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrshp-Rehab or Spec Educ","Course Total","59","3.946","88.1","11.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
054","40","3.773","87.5","2.5","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","660
058","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","660
060","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
068","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","75","3.865","92.0","1.3","4.0",".",".",".","2.7",".",".",".",".",".",".",".",".","."
"Independent Reading","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Signifcant Dis: Eqty&Particptn","715
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 80 of 438"
