"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Introduction to Folklore","100
001","75","3.753","70.7","20.0","4.0","2.7","1.3","1.3",".",".",".","",".",".","",".","",".","",".",".","."
"Intro-Mus Cult of the World","103
001","63","3.395","41.3","33.3","7.9","3.2","9.5","1.6","1.6","1.6",".","",".",".","",".","",".","",".",".","."
"","210
001","9","3.722","77.8","11.1",".",".","11.1",".",".",".",".","",".",".","",".","",".","",".",".","."
"","210
002","12","3.875","75.0","25.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","210
003","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","210
004","10","3.950","90.0","10.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","210
005","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","210
006","9","3.389","55.6","11.1","22.2",".",".","11.1",".",".",".","",".",".","",".","",".","",".",".","."
"The African Storyteller","Course Total","58","3.767","74.1","15.5","6.9",".","1.7","1.7",".",".","",".",".","",".","",".","",".",".",".","."
"Intro to American Folklore","230
001","18","3.794","72.2","5.6","16.7",".",".",".",".","5.6",".","",".",".","",".","",".","",".",".","."
"Folklore of Wisconsin","320
001","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"In Transl:Scand Tale&Ballad","345
001","6","3.750","50.0","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Supernaturl in Modern World","451
001","19","3.706","47.4","31.6","10.5",".",".",".",".",".",".","",".",".","",".","",".","","10.5",".","."
"The Irish Tradition","517
001","16","3.469","43.8","18.8","31.3",".","6.3",".",".",".",".","",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","699
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","276","3.686","61.6","22.1","8.7","1.4","3.3","1.1","0.4","0.7","",".",".","",".","",".","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.723","54.3","37.1","2.9",".","5.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","78","3.552","60.3","20.5","7.7","1.3","5.1","3.8","1.3",".","",".",".","",".","",".","",".",".",".","."
"Junior","","69","3.723","62.3","21.7","13.0","2.9",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","83","3.752","66.3","19.3","9.6","1.2","2.4",".",".","1.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","265","3.683","61.9","22.6","9.1","1.5","3.0","1.1","0.4","0.4","",".",".","",".","",".","",".",".",".","."
"Special","","5","***","","","","","","","","","","",".","",".","",".","",".","40.0",".","."
"Graduate","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","276","3.686","61.6","22.1","8.7","1.4","3.3","1.1","0.4","0.7","",".",".","",".","",".","",".","0.7",".","."
