"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","349
003","24","3.458","29.2","45.8","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","45","3.511","33.3","42.2","20.0","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","351
001","69","3.913","87.0","10.1","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","352
001","22","3.795","72.7","13.6","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","43","2.942","30.2","2.3","32.6","14.0","14.0","4.7","2.3",".",".",".",".",".",".",".",".","."
"","361
002","48","2.490","4.2","14.6","39.6","12.5","12.5","6.3","10.4",".",".",".",".",".",".",".",".","."
"","361
003","42","2.536","11.9","16.7","23.8","9.5","19.0","14.3","4.8",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","133","2.650","15.0","11.3","32.3","12.0","15.0","8.3","6.0",".",".",".",".",".",".",".",".","."
"","363
001","93","2.876","16.1","16.1","35.5","12.9","9.7","8.6","1.1",".",".",".",".",".",".",".",".","."
"","363
002","66","3.098","18.2","12.1","48.5","13.6","7.6",".",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","159","2.969","17.0","14.5","40.9","13.2","8.8","5.0","0.6",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","364
001","87","3.477","47.1","18.4","23.0","8.0","2.3","1.1",".",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation","368
001","77","2.916","10.4","15.6","39.0","22.1","11.7",".","1.3",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","78","3.000","12.8","17.9","30.8","33.3","5.1",".",".",".",".",".",".",".",".",".",".","."
"Transport in Polymer Proc","417
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","418
001","90","3.783","68.9","20.0","10.0","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","91","3.786","69.2","19.8","9.9","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"","419
001","13","3.769","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","419
002","15","3.567","46.7","33.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","419
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","Course Total","30","3.672","56.7","23.3","13.3",".","3.3",".",".",".",".",".",".",".","3.3",".",".","."
"Stat Expermntl Design","424
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting","429
001","25","3.500","32.0","52.0","8.0",".","8.0",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","42","3.655","52.4","31.0","11.9","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Design Problems-Elasticity","444
001","10","3.500","40.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Mechatronics Cntrl Rlztn","445
001","10","3.450","30.0","30.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
001","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","447
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","459
001","19","3.917","84.2","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","459
003","17","3.824","88.2",".","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Computing for Apps in Eng","Course Total","36","3.871","86.1","2.8","5.6",".","2.8",".",".",".",".",".",".",".","2.8",".",".","."
"Air Pollutn-Measure&Control","466
001","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internal Combustion Engines","469
001","39","3.744","66.7","15.4","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Principles-Ag Machinery","475
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
056","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 142 of 438",""
