"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"","202
003","52","3.784","69.2","17.3","9.6","1.9",".",".",".","1.9",".",".",".",".",".",".",".","."
"","202
004","17","3.500","35.3","47.1","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mod & Contemp Lit","Course Total","69","3.713","60.9","24.6","8.7","2.9","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"","203
001","20","3.250","15.0","30.0","45.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","99","2.995","15.2","23.2","33.3","14.1","7.1","5.1","1.0","1.0",".",".",".",".",".",".",".","."
"","203
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","138","3.172","26.8","21.0","30.4","11.6","5.1","3.6","0.7","0.7",".",".",".",".",".",".",".","."
"","350
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
003","18","3.611","61.1","33.3",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","350
004","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problms in Comp Lit & Cultures","Course Total","41","3.817","80.5","17.1",".",".",".",".","2.4",".",".",".",".",".",".",".",".","."
"Prob in Transnatl Genre & Mode","358
001","18","3.781","55.6","27.8","5.6",".",".",".",".","5.6",".",".",".",".","5.6",".",".","."
"Comp Prob in Periods & Movemnt","370
001","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literary Criticism","371
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Literature , Media, the Arts","466
001","16","3.536","37.5","31.3","6.3","12.5",".",".",".",".",".",".",".",".","6.3",".",".","6.3"
"Compar In & Beyond Compar Lit","500
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching in the Discipline","731
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","750
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","750
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prog in Comp Lit & Cultures","Course Total","4","***","","","","","","","","","","","","","","","",""
"Seminar-Translation","822
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","72.7",".",".",".","18.2","9.1",".",".","."
