"","990
035","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
040","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","25","",".",".",".",".",".","",".",".","40.0","",".",".","",".","60.0",".",".",".","."
"PL PATH
766","Dept. Total","262","3.683","61.1","13.0","11.8","0.4","1.9","",".","0.4","3.8","",".",".","",".","6.5","0.8",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.817","70.0","23.3","6.7",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","36","3.887","86.1","8.3","5.6",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","48","3.648","62.5","14.6","22.9",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","72","3.429","54.2","8.3","22.2","1.4","6.9","",".","1.4",".","",".",".","",".","2.8","2.8",".",".","."
"Undergraduates","","186","3.636","65.1","12.4","16.7","0.5","2.7","",".","0.5",".","",".",".","",".","1.1","1.1",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".",".",".","100.0","."
"Graduate","","75","3.873","52.0","14.7",".",".",".","",".",".","13.3","",".",".","",".","20.0",".",".",".","."
"","Dept. Total","262","3.683","61.1","13.0","11.8","0.4","1.9","",".","0.4","3.8","",".",".","",".","6.5","0.8",".","0.4","."
