"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","101
001","","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","12","3.542","50.0","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","","23","3.609","52.2","26.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","102
001","","10","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Class Piano","103
001","","12","3.364","50.0","16.7",".",".","25.0",".",".",".",".",".",".",".","8.3",".",".","."
"Intermediate Class Piano","104
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Class Piano","108
096","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals: Single Reeds","14
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","143
001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","143
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Performance: Voice","Course Total","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","144
102","","8","3.867","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","144
103","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","144
104","","8","3.917","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Vocal Instr: Non-Voice Majors","Course Total","","20","3.914","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200
024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
101","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
104","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermed Piano-Non-Majors","Course Total","","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Piano","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Organ","203
042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
044","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205
045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
061","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Voice","Course Total","","18","3.868","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Flute","207
010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Oboe","209
059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Clarinet","211
019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Element/Intermed Saxophone","213
050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","215
032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217
020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","219
063","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","219
163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221
089","","3","***","","","","","","","","","",".",".",".",".",".",".","."
