"","990
006","","1","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
010","","1","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
012","","1","***","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"AGROECOL
130","Dept. Total","","90","3.890","62.2","7.8","3.3","",".","",".","",".","",".","2.2","",".","21.1","",".","3.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","3.813","75.0","12.5","12.5","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","","11","3.909","81.8","18.2",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","","9","3.778","66.7","22.2","11.1","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","","6","3.917","83.3","16.7",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","42","3.845","76.2","16.7","7.1","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","","46","4.000","47.8",".",".","",".","",".","",".","",".","4.3","",".","41.3","",".","6.5","",".",".",".","."
"","Dept. Total","","90","3.890","62.2","7.8","3.3","",".","",".","",".","",".","2.2","",".","21.1","",".","3.3","",".",".",".","."
