"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"996","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","051","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","","45","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"998","001","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"998","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"998","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"998","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"998","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"998","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","048","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"998","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"998","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"998","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"998","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","","41","",".",".",".",".",".",".",".","92.7",".",".",".","7.3",".",".",".","."
