"","990
137","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
138","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
139","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","69","",".",".",".",".",".",".",".","87.0","",".",".","",".","13.0",".",".",".","."
"GENETICS
412","Dept. Total","1016","3.390","49.0","13.2","16.1","5.5","6.1","1.4","0.7","5.9","",".",".","",".","1.2","0.1","0.1","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","112","3.568","67.9","8.0","12.5","4.5","0.9","0.9","0.9",".","",".",".","",".",".",".",".","4.5","."
"Sophomore","","146","3.419","63.0","13.0","11.0","4.1","4.8","3.4","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","","207","3.170","38.6","14.0","21.3","9.7","12.1","3.4","0.5",".","",".",".","",".",".",".",".","0.5","."
"Senior","","391","3.430","52.9","13.8","19.4","5.1","6.6","0.3","1.0",".","",".",".","",".","0.8",".",".",".","."
"Undergraduates","","856","3.370","53.2","13.0","17.5","6.0","6.9","1.6","0.8",".","",".",".","",".","0.4",".",".","0.7","."
"Special","","36","3.480","52.8","5.6","16.7","13.9","5.6",".",".",".","",".",".","",".",".",".","2.8","2.8","."
"Graduate","","123","3.612","19.5","17.1","6.5",".","0.8",".",".","48.8","",".",".","",".","7.3",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"","Dept. Total","1016","3.390","49.0","13.2","16.1","5.5","6.1","1.4","0.7","5.9","",".",".","",".","1.2","0.1","0.1","0.7","."
