"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"Negotiations","743
001","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Administrative Law","744
001","","52","1.385","11.5",".","28.8",".","1.9","1.9",".",".",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","","36","1.200","11.1",".","22.2",".","2.8",".",".",".",".",".",".",".",".",".","2.8","."
"Legislation","746
001","","16","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Antitrust","748
001","","14","1.071","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","","38","1.212","7.9",".","21.1",".","5.3",".",".","13.2",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","","8","",".",".",".",".",".",".",".","75.0",".",".",".",".","12.5",".",".","12.5"
"","771
001","","49","1.511","14.3",".","20.4",".","10.2",".",".","8.2",".",".",".",".",".",".",".","."
"","771
002","","58","1.074","6.9",".","17.2",".","10.3",".",".","6.9",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","Course Total","","107","1.273","10.3",".","18.7",".","10.3",".",".","7.5",".",".",".",".",".",".",".","."
"Evidence","801
001","","76","1.347","13.2",".","10.5",".","1.3",".",".","35.5",".",".",".",".",".",".",".","."
"","802
001","","30","1.165","10.0",".","23.3",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","802
002","","14","0.538","7.1",".","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","","44","0.968","9.1",".","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Accounting and Law","811
001","","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","815
001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"","815
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","","34","",".",".",".",".",".",".",".","94.1",".",".",".",".",".",".",".","5.9"
"Business Organizations I","817
001","","43","1.385","9.3",".","27.9",".","2.3",".",".","9.3",".",".",".",".",".",".",".","."
"Insurance Law","825
001","","9","0.778","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","","14","1.429","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","","8","2.250","37.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"Professnl Responsibilities","850
001","","56","1.412","12.5",".","25.0",".","1.8",".",".","8.9",".",".",".",".",".",".",".","."
"","852
001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","","32","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","","47","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7",".",".","."
"","854
004","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
009","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
010","","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
011","","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
012","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
013","","16","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"","854
014","","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 350 of 438",""
