"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","",""
"","118
009","14","3.536","50.0","21.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
010","14","3.714","64.3","28.6",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","118
012","12","3.375","50.0","33.3",".","8.3",".",".","8.3",".",".",".",".",".",".",".",".","."
"","118
013","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
014","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
015","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
016","9","3.056","44.4","22.2",".","11.1","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"","118
018","12","3.750","75.0","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Academic Writing II","Course Total","182","3.569","54.9","25.3","12.1","2.7","2.7",".","2.2",".",".",".",".",".",".",".",".","."
"Academic Skills Workshops","328
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","343
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","343
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Oral Communication Skills","Course Total","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Acad Present. and Discussion","344
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","345
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","345
003","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"American English Pronunciation","Course Total","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
001","15","",".",".",".",".",".",".",".",".",".","86.7","6.7",".",".",".",".","."
"","349
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","349
003","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Academic Writing for Grads","Course Total","39","",".",".",".",".",".",".",".",".",".","94.9","2.6",".",".",".",".","."
"Prof and Acad Writing Skills","350
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"English for Lawyers","352
001","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
