"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"733
Theory of Probability I","001","","17","3.647","58.8","11.8","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Survival Analysis Thry & Mthds","001","","27","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Decision Trees-Multivar Anal","001","","23","4.000","95.7",".",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"771
Statistical Computing","001","","14","3.464","14.3","71.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"849
Thry&Appl-Regress&AnalVar I","001","","31","3.484","22.6","51.6","25.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","134","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","194","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","195","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","240","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","242","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","261","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","263","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","299","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","51","",".",".",".",".",".",".",".","64.7",".",".",".","35.3",".",".",".","."
"992","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","002","","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar","Course Total","","30","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"998
Statistical Consulting","001","","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
