"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","97470","3.325","42.7","18.6","16.9","6.8","6.6","1.9","1.0","2.8","0.0","1.4","0.0","0.5","0.4","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16631","3.224","36.6","19.9","20.1","8.7","8.2","2.6","1.0","0.0","0.0","2.5","0.0",".","0.2","0.0","0.0","0.1"
"Sophomore","","22360","3.271","40.7","19.8","18.9","7.6","7.8","2.5","1.1","0.0","0.0","1.2","0.0",".","0.2","0.0","0.0","0.1"
"Junior","","21739","3.268","40.4","19.8","19.0","7.9","8.0","2.3","1.3","0.1","0.0","0.8","0.1","0.0","0.3","0.0","0.0","0.1"
"Senior","","22730","3.356","45.2","19.2","16.5","7.1","6.4","1.6","1.1","0.3","0.0","1.0","0.0","0.6","0.4","0.1","0.1","0.1"
"Undergraduates","","83460","3.282","41.0","19.6","18.5","7.8","7.5","2.2","1.1","0.1","0.0","1.3","0.0","0.2","0.3","0.0","0.0","0.1"
"Special","","2879","3.471","35.9","10.4","8.1","2.7","2.8","1.0","1.0","31.0",".","1.6","0.0",".","0.5","0.8","4.0","0.2"
"Graduate","","11157","3.772","56.6","12.7","6.6","0.8","0.5","0.1","0.2","15.9","0.1","2.3","0.0","3.0","0.9","0.1","0.3","."
"Prof Yr 1","","51","3.899","80.4","17.6",".",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","96","3.895","86.5","7.3","5.2",".",".",".",".",".",".","1.0",".",".",".",".",".","."
"Prof Yr 3","","86","3.917","88.4","7.0","2.3","1.2",".",".",".",".",".",".",".",".","1.2",".",".","."
"Prof Yr 4","","34","3.762","47.1","2.9","11.8",".",".",".",".",".",".","38.2",".",".",".",".",".","."
"Professionals","","267","3.890","80.9","8.6","4.1","0.4",".",".",".","0.4",".","5.2",".",".","0.4",".",".","."
"","College Total","97763","3.325","42.8","18.6","16.8","6.8","6.6","1.9","1.0","2.8","0.0","1.4","0.0","0.5","0.4","0.1","0.2","0.1"
