"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","73.0",".",".","",".","27.0",".",".",".","."
"","999
074","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","680","3.358","36.3","27.1","15.7","7.6","4.1","1.2","0.9","4.4","0.1",".","",".","1.5","0.6",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.236","20.0","28.6","37.1","8.6","5.7",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","58","3.134","12.1","29.3","36.2","17.2","5.2",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","121","3.095","24.0","24.8","20.7","15.7","10.7","2.5","0.8",".",".",".","",".",".","0.8",".",".","."
"Senior","","204","3.369","39.2","32.4","12.3","6.4","3.9","2.5","2.0","1.0",".",".","",".",".",".",".","0.5","."
"Undergraduates","","418","3.248","29.4","29.4","20.1","10.8","6.2","1.9","1.2","0.5",".",".","",".",".","0.2",".","0.2","."
"Special","","67","3.566","46.3","32.8","14.9","4.5",".",".",".",".",".",".","",".",".",".",".","1.5","."
"Graduate","","195","3.648","47.7","20.0","6.7","2.1","1.0",".","0.5","14.4","0.5",".","",".","5.1","1.5",".","0.5","."
"","Dept. Total","680","3.358","36.3","27.1","15.7","7.6","4.1","1.2","0.9","4.4","0.1",".","",".","1.5","0.6",".","0.4","."
