"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","483","3.907","84.7","9.3","2.5","0.2","1.0","",".","",".","",".","",".",".","",".","",".","1.7","0.2","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.815","75.4","16.4","6.6",".","1.6","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","78","3.862","80.8","10.3","3.8","1.3","1.3","",".","",".","",".","",".",".","",".","",".","1.3",".","1.3","."
"Junior","","71","3.912","90.1","7.0",".",".","2.8","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","139","3.927","87.1","10.1","1.4",".",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Undergraduates","","349","3.889","84.2","10.6","2.6","0.3","1.1","",".","",".","",".","",".",".","",".","",".","0.9",".","0.3","."
"Special","","8","3.708","62.5","12.5","25.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","126","3.945","87.3","5.6","0.8",".","0.8","",".","",".","",".","",".",".","",".","",".","4.0","0.8","0.8","."
"","Dept. Total","483","3.907","84.7","9.3","2.5","0.2","1.0","",".","",".","",".","",".",".","",".","",".","1.7","0.2","0.4","."
