"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3027","3.486","38.4","9.7","12.3","2.3","1.9","0.4","",".","34.4","",".",".","",".","0.2","0.1",".","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.850","92.9",".","3.6","3.6",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.664","76.7","6.7","10.0","6.7",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","44","3.388","59.1","2.3","22.7","2.3","6.8","2.3","",".","4.5","",".",".","",".",".",".",".",".","."
"Senior","","67","3.605","74.6","1.5","16.4","1.5","4.5","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","169","3.573","74.0","2.4","14.8","3.0","3.6","1.2","",".","1.2","",".",".","",".",".",".",".",".","."
"Special","","37","3.333","5.4",".","5.4",".",".",".","",".","89.2","",".",".","",".",".",".",".",".","."
"Graduate","","113","3.917","24.8","1.8","0.9",".",".",".","",".","69.0","",".",".","",".","3.5",".",".",".","."
"Prof Yr 1","","551","3.342","48.6","14.7","18.1","5.6","5.3","1.3","",".","6.0","",".",".","",".",".","0.4",".",".","."
"Prof Yr 2","","798","3.591","47.1","16.7","17.5","2.0","1.0",".","",".","15.3","",".",".","",".","0.1","0.1",".","0.1","."
"Prof Yr 3","","709","3.347","18.5","10.3","14.8","2.4","2.1","0.3","",".","51.5","",".",".","",".",".","0.1",".",".","."
"Prof Yr 4","","735","4.000","31.7",".",".",".",".",".","",".","67.2","",".",".","",".",".",".",".","1.1","."
"Professionals","","2793","3.475","36.1","10.3","12.4","2.3","1.9","0.3","",".","36.3","",".",".","",".","0.0","0.1",".","0.3","."
"","College Total","3112","3.486","37.4","9.4","12.0","2.2","1.9","0.4","",".","36.2","",".",".","",".","0.2","0.1",".","0.3","."
