"","999
061","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","6","4.000","16.7",".",".",".",".",".",".",".","16.7",".",".","","66.7",".",".",".","."
"","999
075","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","13","4.000","46.2",".",".",".",".",".",".",".","7.7",".","",".","46.2",".",".",".","."
"CIV ENGR
240","Dept. Total","1340","3.441","44.6","18.6","18.3","4.4","4.3","0.7","0.4","6.5","0.1","0.1","",".","1.6","0.3","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","28","2.911","10.7","14.3","46.4","3.6","25.0",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","173","3.248","30.6","20.2","31.8","8.7","8.7",".",".",".",".",".","",".",".",".",".",".","."
"Senior","","742","3.448","47.4","23.2","18.6","5.3","3.5","1.2","0.5",".",".",".","",".",".","0.1",".","0.1","."
"Undergraduates","","943","3.395","43.3","22.4","21.8","5.8","5.1","1.0","0.4",".",".",".","",".",".","0.1",".","0.1","."
"Special","","40","3.083","25.0","20.0","20.0","7.5","15.0",".","2.5","7.5",".",".","",".",".","2.5",".",".","."
"Graduate","","357","3.717","50.1","8.4","8.7","0.3","0.8",".","0.3","23.5","0.3","0.3","",".","5.9","0.6","0.3","0.6","."
"","Dept. Total","1340","3.441","44.6","18.6","18.3","4.4","4.3","0.7","0.4","6.5","0.1","0.1","",".","1.6","0.3","0.1","0.2","."
