"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","990
098","3","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","64","",".",".",".",".","",".","",".","",".","43.8","",".",".","",".","37.5","",".",".","18.8","."
"MED PHYS
621","Dept. Total","242","3.726","48.8","16.1","7.4","0.4","",".","",".","",".","12.4","",".",".","",".","9.9","",".",".","5.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","17","3.744","76.5","5.9","17.6",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","25","3.817","84.0","4.0","12.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","217","3.712","44.7","17.5","6.9","0.5","",".","",".","",".","13.8","",".",".","",".","11.1","",".",".","5.5","."
"","Dept. Total","242","3.726","48.8","16.1","7.4","0.4","",".","",".","",".","12.4","",".",".","",".","9.9","",".",".","5.0","."
