"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"717
Linear Systems","001","","14","3.423","35.7","21.4","21.4","14.3",".",".",".","7.1",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"729
Thry-Info Proc&Transmission","001","","22","3.295","45.5","22.7","13.6",".","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","11","3.500","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"734
VLSI Array-Dig Signal Proc","001","","7","3.429","42.9",".","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","8","3.143","12.5","12.5","50.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Embedded Computing Systems","001","","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Mathematical Machine Learning","001","","29","3.345","20.7","41.4","31.0",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","099","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","198","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","47","",".",".",".",".",".",".",".","61.7",".",".",".","38.3",".",".",".","."
"890","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","011","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","012","","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 127 of 438",""
