"","990
023","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","48","",".",".",".",".",".",".",".","91.7","",".",".",".","8.3",".",".",".","."
"CBE
220","Dept. Total","1092","3.271","37.3","16.8","18.6","8.2","6.8","1.7","0.2","8.5","",".","1.0","0.1","0.7","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.848","78.3","13.0","8.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","66","3.252","63.6","12.1","15.2","3.0",".","4.5","1.5",".","",".",".",".",".",".",".",".","."
"Junior","","148","2.975","27.0","16.2","19.6","16.2","14.2","6.1",".",".","",".","0.7",".",".",".",".",".","."
"Senior","","618","3.281","38.3","18.8","21.7","9.5","8.6","1.1","0.2",".","",".","1.6","0.2",".",".",".",".","."
"Undergraduates","","878","3.232","40.4","17.5","20.2","9.7","8.4","2.2","0.2",".","",".","1.3","0.1",".",".",".",".","."
"Special","","20","3.288","30.0","10.0","50.0","10.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","211","3.617","29.9","12.8","7.6","1.4",".",".",".","44.1","",".",".",".","3.8","0.5",".",".","."
"","Dept. Total","1109","3.271","38.2","16.5","18.3","8.1","6.7","1.7","0.2","8.4","",".","1.0","0.1","0.7","0.1",".",".","."
