"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","",""
"","101
001","16","3.656","56.3","31.3",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","20","3.600","65.0","20.0","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","101
006","21","3.429","47.6","28.6","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","101
008","24","3.625","58.3","20.8","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","101
009","25","3.520","52.0","24.0","16.0",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","101
011","21","3.595","52.4","33.3","9.5",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","101
013","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Italian","Course Total","141","3.589","56.0","26.2","10.6","2.1","2.1","1.4","1.4",".",".",".",".",".",".",".",".","."
"","102
003","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.412","29.4","35.3","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Italian","Course Total","35","3.614","48.6","31.4","14.3","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Ital-Speakrs of Romanc Lang","201
003","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fast-track Intermed Italian","202
001","10","3.450","40.0","30.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
002","13","3.385","23.1","38.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","8","3.571","37.5","37.5",".","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"","203
006","11","2.636","27.3",".","18.2","18.2","18.2","18.2",".",".",".",".",".",".",".",".",".","."
"Third Semester Italian","Course Total","32","3.161","28.1","25.0","18.8","12.5","6.3","6.3",".","3.1",".",".",".",".",".",".",".","."
"Fourth Semester Italian","204
003","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Modern Italian Culture","230
001","11","3.850","63.6","27.3",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Directed Study","299
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Italian Language","311
001","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Italian Literature & Culture I","321
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machiavelli and His World","365
001","18","3.706","55.6","22.2","16.7",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Special Topics-Italian Lit","450
001","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Independent Study","799
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Studies in Italian Lit","951
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
