"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"ATM OCN
Dept. Total
640","691","3.262","30.4","21.9","26.2","6.7","6.5","1.9","0.7","2.2","0.1",".","",".","3.0","0.1",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","180","3.310","29.4","28.3","30.6","3.9","5.6","2.2",".",".",".",".","",".",".",".",".",".","."
"Sophomore","183","3.176","26.2","25.1","29.0","6.0","9.3","2.7","1.6",".",".",".","",".",".",".",".",".","."
"Junior","123","3.244","31.7","23.6","22.0","14.6","5.7","0.8","1.6",".",".",".","",".",".",".",".",".","."
"Senior","125","3.262","37.6","12.8","28.8","7.2","8.8","2.4",".",".",".",".","",".","2.4",".",".",".","."
"Undergraduates","611","3.246","30.6","23.2","28.0","7.4","7.4","2.1","0.8",".",".",".","",".","0.5",".",".",".","."
"Special","7","3.500",".","14.3",".",".",".",".",".","42.9",".",".","",".",".","14.3",".","28.6","."
"Graduate","73","3.554","31.5","11.0","13.7","1.4",".",".",".","16.4","1.4",".","",".","24.7",".",".",".","."
"Dept. Total","691","3.262","30.4","21.9","26.2","6.7","6.5","1.9","0.7","2.2","0.1",".","",".","3.0","0.1",".","0.3","."
