"Research or Thesis","Course Total","42","",".",".",".",".",".",".",".","64.3","",".",".","",".","35.7",".",".",".","."
"","999
002","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"E C E
320","Dept. Total","3180","3.450","44.6","21.2","15.7","5.8","4.1","0.8","0.5","4.5","",".","0.2","",".","2.5","0.1","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.733","76.7","10.0","5.0","3.3","3.3","1.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","232","3.559","62.5","15.5","11.6","5.6","3.4","1.3",".",".","",".",".","",".",".",".",".",".","."
"Junior","","703","3.323","39.7","22.8","21.2","8.7","5.3","1.6","0.9",".","",".",".","",".",".",".",".",".","."
"Senior","","1391","3.418","44.7","24.4","17.8","6.5","5.2","0.8","0.4","0.1","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","2386","3.408","45.8","22.7","17.9","7.0","5.0","1.1","0.5","0.0","",".",".","",".",".","0.0",".",".","."
"Special","","96","3.446","44.8","27.1","15.6","4.2","5.2","1.0","1.0",".","",".",".","",".",".",".","1.0",".","."
"Graduate","","697","3.657","40.6","15.2","8.2","1.7","0.7",".","0.4","20.4","",".","0.9","",".","11.5","0.4",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3180","3.450","44.6","21.2","15.7","5.8","4.1","0.8","0.5","4.5","",".","0.2","",".","2.5","0.1","0.0",".","."
