"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
522","Dept. Total","158","3.851","76.6","15.2","5.7","0.6","",".","",".","",".","0.6","",".",".","",".","",".","0.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.912","79.2","16.7",".",".","",".","",".","",".","4.2","",".",".","",".","",".",".",".",".","."
"Sophomore","","42","3.915","85.7","11.9","2.4",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","34","3.750","70.6","11.8","14.7","2.9","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","32","3.797","68.8","18.8","9.4",".","",".","",".","",".",".","",".",".","",".","",".","3.1",".",".","."
"Undergraduates","","132","3.844","76.5","14.4","6.8","0.8","",".","",".","",".","0.8","",".",".","",".","",".","0.8",".",".","."
"Special","","4","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","20","3.890","75.0","20.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".","5.0","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","158","3.851","76.6","15.2","5.7","0.6","",".","",".","",".","0.6","",".",".","",".","",".","0.6",".","0.6","."
