"PhD Thesis-Risk&Insurance","Course Total","6","",".",".",".",".",".",".","",".","50.0","",".",".","",".","50.0","",".",".",".","."
"","999
022","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
068","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Read&Rsch-Risk Mgt&Ins Phd","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","538","3.205","34.2","15.4","30.1","6.9","7.2","4.6","",".","0.9","",".",".","",".","0.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","36","2.917","30.6","5.6","38.9",".","8.3","16.7","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","148","3.067","30.4","13.5","31.8","4.7","11.5","8.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","265","3.320","37.7","16.2","30.9","8.3","5.3","1.5","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","450","3.203","34.7","14.4","32.0","6.4","7.6","4.9","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","19","2.658","15.8","15.8","21.1","10.5","21.1","15.8","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","69","3.413","36.2","21.7","20.3","8.7","1.4",".","",".","7.2","",".",".","",".","4.3","",".",".",".","."
"","Dept. Total","538","3.205","34.2","15.4","30.1","6.9","7.2","4.6","",".","0.9","",".",".","",".","0.6","",".",".",".","."
