"","990
167","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
172","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
173","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","38","",".",".",".",".",".",".",".","68.4",".",".","",".","31.6",".",".",".","."
"MATH
600","Dept. Total","8950","2.991","31.2","12.2","24.1","10.0","13.6","5.5","2.6","0.3","0.1",".","",".","0.1","0.2","0.0","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3113","2.992","28.4","10.8","28.9","10.4","13.8","5.5","1.9",".","0.1",".","",".",".","0.0",".",".","0.1"
"Sophomore","","2571","2.936","29.4","13.3","23.1","10.5","13.7","6.3","3.3",".","0.0",".","",".",".","0.2","0.0",".","0.1"
"Junior","","1467","2.903","27.5","13.0","23.2","11.2","15.5","6.1","2.9",".",".",".","",".",".","0.5",".",".","."
"Senior","","1100","2.890","27.5","13.0","22.3","10.1","17.2","5.6","3.4","0.3","0.1",".","",".","0.1","0.4","0.1",".","0.1"
"Undergraduates","","8251","2.950","28.4","12.3","25.2","10.6","14.5","5.9","2.7","0.0","0.0",".","",".","0.0","0.2","0.0",".","0.1"
"Special","","254","3.524","57.1","13.8","15.7","3.9","5.9","0.8","1.2","0.8",".",".","",".",".",".",".","0.8","."
"Graduate","","445","3.736","68.1","9.0","8.3","2.2","1.6","0.4","0.7","5.8","0.7",".","",".","2.7","0.2",".","0.2","."
"","Dept. Total","8950","2.991","31.2","12.2","24.1","10.0","13.6","5.5","2.6","0.3","0.1",".","",".","0.1","0.2","0.0","0.0","0.1"
