"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.386","45.5","13.6","36.4",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"","101
002","23","3.326","39.1","17.4","21.7","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"","101
003","24","3.458","33.3","29.2","33.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","23","3.413","43.5","17.4","26.1","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","101
005","23","3.326","39.1","17.4","21.7","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"First Semester Spanish","Course Total","115","3.383","40.0","19.1","27.8","7.0","5.2",".","0.9",".",".",".",".",".",".",".",".","."
"","102
001","23","3.891","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","21","3.310","52.4","9.5","19.0","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","102
003","22","3.386","27.3","45.5","18.2","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","102
004","23","2.891","21.7","13.0","30.4","8.7","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","102
005","23","3.326","34.8","21.7","39.1",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","102
006","19","3.342","31.6","26.3","31.6",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","102
008","22","3.524","50.0","18.2","13.6","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","153","3.382","42.5","22.2","21.6","3.9","6.5","0.7","2.0","0.7",".",".",".",".",".",".",".","."
"","203
001","24","3.771","66.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.478","30.4","43.5","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
003","20","3.700","65.0","20.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","203
004","23","3.870","87.0","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.217","47.8","17.4","8.7",".","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","203
006","23","3.630","73.9","4.3","13.0",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
007","24","3.688","62.5","16.7","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","203
008","22","3.114","31.8","27.3","9.1","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","203
009","24","3.500","50.0","16.7","16.7","4.2","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","203
010","20","3.350","50.0","20.0","15.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","203
011","22","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
012","21","3.286","23.8","42.9","23.8","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","269","3.543","55.4","21.6","12.6","2.6","5.6","0.4","1.5","0.4",".",".",".",".",".",".",".","."
"","204
002","23","3.413","34.8","30.4","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
003","24","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","24","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.565","47.8","21.7","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
006","23","3.717","43.5","56.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
007","22","3.500","45.5","13.6","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","24","3.667","45.8","41.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.458","29.2","41.7","25.0",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
010","22","3.682","59.1","27.3","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
011","20","3.225","30.0","10.0","45.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
012","20","3.525","50.0","15.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","249","3.542","42.6","30.1","22.9","2.0","2.4",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","223
001","117","3.770","82.1","7.7","4.3",".","0.9","0.9","2.6",".",".",".",".",".","0.9",".","0.9","."
"","224
001","91","3.857","90.1","3.3","2.2","1.1","2.2",".","1.1",".",".",".",".",".",".",".",".","."
"","224
002","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","119","3.832","84.0","7.6","5.0","0.8","1.7",".","0.8",".",".",".",".",".",".",".",".","."
"","226
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","Page 332 of 438",""
