"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOGRAPHY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","",""
"Intro to Cultural Geog","101","001","155","2.990","11.0","31.0","27.1","16.1","7.1","5.2","0.6",".",".",".",".",".",".","1.9",".","."
"","120","001","165","2.922","14.5","20.0","27.3","18.2","12.7","4.2","0.6","1.8",".",".",".",".",".",".","0.6","."
"","120","002","166","2.940","19.9","19.9","25.3","13.9","13.9","6.6","0.6",".",".",".",".",".",".",".",".","."
"Global Phys Environments","","Course Total","331","2.931","17.2","19.9","26.3","16.0","13.3","5.4","0.6","0.9",".",".",".",".",".",".","0.3","."
"","127","001","36","2.958","27.8","11.1","25.0","13.9","16.7","2.8","2.8",".",".",".",".",".",".",".",".","."
"","127","002","63","3.095","27.0","23.8","15.9","11.1","20.6","1.6",".",".",".",".",".",".",".",".",".","."
"Physical Systems of Envr","","Course Total","99","3.045","27.3","19.2","19.2","12.1","19.2","2.0","1.0",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","17","3.559","35.3","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Eastern Europe:Interdis Survey","254","001","11","3.500","36.4","18.2","36.4",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Latin America-Introduction","260","001","6","2.667",".","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","8","2.938","25.0","12.5","25.0",".","37.5",".",".",".",".",".",".",".",".",".",".","."
"Econ Geog: Locational Behav","302","001","35","3.470","31.4","45.7","2.9","8.6","5.7",".",".","2.9",".",".",".",".",".","2.9",".","."
"Introduction to the City","305","001","44","3.488","56.8","18.2","9.1","9.1",".",".","4.5","2.3",".",".",".",".",".",".",".","."
"Regional Develop & Planning","312","001","26","3.240","26.9","19.2","30.8","11.5","7.7",".",".","3.8",".",".",".",".",".",".",".","."
"Landforms-Topics & Regions","326","001","43","2.976","23.3","18.6","20.9","9.3","20.9","4.7",".","2.3",".",".",".",".",".",".",".","."
"Vegetation:Stability&Change","338","001","34","3.531","61.8","2.9","8.8","14.7","5.9",".",".",".",".",".",".",".",".","5.9",".","."
"","339","001","42","2.800","9.5","14.3","28.6","14.3","28.6",".",".","4.8",".",".",".",".",".",".",".","."
"","339","002","52","2.952","17.3","15.4","34.6","9.6","21.2","1.9",".",".",".",".",".",".",".",".",".","."
"Environmental Conservation","","Course Total","94","2.886","13.8","14.9","31.9","11.7","24.5","1.1",".","2.1",".",".",".",".",".",".",".","."
"Geography of Wisconsin","342","001","24","3.271","20.8","29.2","37.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Europe","349","001","121","3.221","31.4","17.4","28.9","9.9","9.9","1.7",".",".",".",".",".",".",".","0.8",".","."
"Quantitative Meth-Geog Anal","360","001","29","2.621","24.1","17.2","10.3","10.3","20.7","6.9","10.3",".",".",".",".",".",".",".",".","."
"Introduction to Cartography","370","001","35","3.143","31.4","25.7","25.7","2.9","5.7","2.9","5.7",".",".",".",".",".",".",".",".","."
"Intro to Geog Info Systems","377","001","46","3.178","26.1","26.1","23.9","13.0","4.3","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"Health&Soc Welfare-West Soc","444","001","13","3.231","7.7","46.2","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Space&Place-A Geog Expernce","501","001","18","3.667","61.1","16.7","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Urban Spatial Patterns&Thry","505","001","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist Geog-European Urbanztn","506","001","45","3.744","66.7","17.8","13.3","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"The Quaternary Period","527","001","9","3.688","44.4","33.3","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Prob-Geog of Latin America","548","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Colloq-Undergraduate Majors","565","001","27","3.519","48.1","18.5","25.9","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"Animated & Web-based Mapping","575","001","37","3.347","35.1","24.3","18.9","10.8","8.1",".",".","2.7",".",".",".",".",".",".",".","."
"GIS Applications","578","001","22","3.614","40.9","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","682","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Directed Study","698","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 209 of 396",""
