"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Probs-Criminal Justice Adm","Course Total","25","3.746","64.0","12.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","28","3.692","46.4","35.7","10.7",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","918
002","13","3.654","53.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
003","10","3.813","50.0","30.0",".",".",".",".",".",".",".",".",".",".","10.0",".","10.0","."
"Problems: Intl Law Seminar","Course Total","51","3.696","49.0","31.4","11.8",".",".",".",".","3.9",".",".",".",".","2.0",".","2.0","."
"Problems: Tort Law Seminar","926
001","11","2.909","27.3","18.2","27.3",".","18.2",".","9.1",".",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","32","3.554","40.6","15.6","31.3",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","003
940","9","3.571","33.3","22.2","22.2",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","940
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
007","15","3.036","6.7","13.3","60.0","6.7","6.7",".",".",".",".",".",".",".",".",".","6.7","."
"","940
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
009","14","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","7.1",".","21.4","."
"","940
010","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","012
940","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
013","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","14","3.214",".","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
017","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
940","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
023","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","223","3.696","58.3","19.3","16.1","0.4","0.9",".",".","2.7",".",".",".",".","0.4",".","1.8","."
"","950
001","35","4.000","2.9",".",".",".",".",".",".","97.1",".",".",".",".",".",".",".","."
"","950
002","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","11","4.000","9.1",".",".",".",".",".",".","90.9",".",".",".",".",".",".",".","."
"","950
005","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","65","4.000","3.1",".",".",".",".",".",".","96.9",".",".",".",".",".",".",".","."
"Problems:Bus Org-Seminar","953
001","11","3.700","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Publ Sect Labor Rel Law Sem","955
001","9","3.895","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Latin Amer Legal Institutns","982
001","13","3.611","38.5","23.1","23.1",".",".",".",".","7.7",".",".",".",".","7.7",".",".","."
"","990
009","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 324 of 396",""
